0,11.37
1,10.94
2,9.44
3,8.18
4,11.30
5,9.50
6,9.37
7,11.68
8,10.54
9,8.23
10,11.75
11,8.78
12,10.89
13,11.45
14,8.02
15,8.73
16,11.90
17,8.55
18,11.09
19,9.75
